Você já fez compras de mercado online?,Você já desistiu de fazer uma compra online pelo aplicativo do BIG ou BIG Bompreço?,"Nessas ocasiões, o que fez você desistir da compra?",Você sentiu alguma dificuldade enquanto navegava pelo aplicativo? ,"Se sim, você sentiu dificuldade em qual parte do aplicativo?",Você tem algo a mais sobre a sua experiência para dividir conosco?,Submitted At,Token
TRUE,TRUE,Não consegui navegar bem pelas categorias do aplicativo,TRUE,"Página inicial, Listagem de produtos, Carrinho",Achei a categoria de hortifruti muito confusa.,10/15/2021 16:44:26,y6u3pd9il00z3g3nn46y6u3xgvklh2qn
FALSE,FALSE,,,,Amo comprar no Big pela variedade de produtos,10/15/2021 16:43:11,4aq3l4063fo76tqzdbsg4aq3l5u1n3ct
FALSE,FALSE,,,,,10/15/2021 16:42:20,h9h59f80z8jeyuh7ayh9h52n5nrdgvlu
FALSE,TRUE,O aplicativo não atende minha região,TRUE,Listagem de produtos,Organizar melhor os produtos para ficar fácil de encontrar.,10/15/2021 16:44:11,61nf06e2tg2a2daaybov61nf06ffp2xs
TRUE,TRUE,"Prazo de entrega muito demorado, Valor mínimo de compra é muito alto",FALSE,,,10/15/2021 16:43:41,vh6xpybno3vrmh2x5bo1vh6xpybype4u
TRUE,FALSE,,,,Prazo de validade para produtos em oferta,10/15/2021 16:43:54,tunexb3d3a2kaiza1utunexkwoi6xug3
FALSE,FALSE,,,,Normalmente estou acostumado a compras presenciais,10/15/2021 16:43:25,g8ucinvu365la73qvwnkwjg8ucith2yq
TRUE,FALSE,,,,Os preços e promoções são bons,10/15/2021 16:44:36,4l8mkdwlghgufasums7gas4l8mkdwl0w
FALSE,TRUE,Os preços que encontrei não foram atrativos,FALSE,,,10/15/2021 16:44:09,mh4z8w1exyecugmh4z8w5hjdynyaaelu
FALSE,FALSE,,,,Não,10/15/2021 16:43:48,88dwf35pg1m5snn8xw88dwk6k7js0b5t
TRUE,FALSE,,,,Gostaria de poder usar o PIX,10/15/2021 16:44:43,ol36io9h5mevs0ljol36igqsgc8y3ar6
TRUE,TRUE,"Não encontrei exatamente o produto que procurava, Os preços que encontrei não foram atrativos",FALSE,,,10/15/2021 16:45:09,8sd9vz2k98vneqogf8sd9qkucxfots6p
FALSE,TRUE,Não consegui navegar bem pelas categorias do aplicativo,TRUE,Listagem de produtos,No filtro não finaliza apesar de já ter feito o mesmo,10/15/2021 16:48:33,b94ml2pzxgz1ub36kfv3b94mzsgjawep
TRUE,FALSE,,,,,10/15/2021 16:45:03,rmlzfw8yyy3ji82vskrmlzfc940w6jjs
TRUE,FALSE,,,,Poderia ter compras a retirar,10/15/2021 16:47:26,hpeosct7mg08crz3hpeottm6t21vq7je
FALSE,FALSE,,,,"Tive facilidade de comprar na loja física, razão pela qual não comprei pelo aplicativo...",10/15/2021 16:46:14,ih9k5jkvm2glfefrnruih9k5jwt152nm
TRUE,TRUE,"Promoção divulgada não funcionou, Não consegui ver o desconto do item no carrinho",FALSE,,,10/15/2021 16:45:46,z80tun184girr9oougz80tungu0l851s
TRUE,FALSE,,,,Satisfeita,10/15/2021 16:45:29,jlvw3ogw8j5rbf54sa9njlvw3lz93tca
TRUE,FALSE,,,,,10/15/2021 16:45:40,dkppp9mbtbjh5nc54dkppp315yw4nqja
TRUE,TRUE,"Os preços que encontrei não foram atrativos, O aplicativo é muito lento, Não encontrei exatamente o produto que procurava",TRUE,"Página inicial, Listagem de produtos","Minha experiência em comprar pelo aplicativo do Big foi satisfatória, algumas questões como o pedido que chega com itens faltantes (mesmo que o valor seja estornado no cartão), não gosto de estar contando com determinado produto e na hora da entrega ser informada que tal item estava indisponível e por vezes o aplicativo Big trava do nada. Fora estes detalhes, AMO comprar no Big tanto fisicamente quanto online, pois os cupons e descontos valem muito a pena.",10/15/2021 16:57:39,ozcc65s53sfbozcbm9z9w0vldy29qseb
TRUE,FALSE,,,,Nunca consegui finalizar uma compra com vocês pois sempre existe alguma desculpa. Já desisti de ser cliente de vocês.,10/15/2021 16:46:29,un16qbw8zpweympaekun16qsrvg6w0pp
FALSE,FALSE,,,,"Uma vez fazendo compras na loja, o app não funcionou, ativei as ofertas e na hora q fui pagar não apareceu a oferta no caixa.",10/15/2021 16:47:36,6l2mj0gl7ihvpmv1yf4hp6l2mjcoowux
TRUE,TRUE,Promoção divulgada não funcionou,FALSE,,"Muitos produtos comprados não estão disponíveis na loja, gasta tempo para escolher e depois não tem os produtos. Seria interessante uma atualização de estoque.",10/15/2021 16:49:43,o2z9g52tsuenjvaaqyo2z9g52tdcvd0b
TRUE,FALSE,,,,Satisfação,10/15/2021 16:46:03,ibu2b6jvexxcqa8ftibu2b676iczenh6
TRUE,FALSE,,,,Mais cupons de desconto,10/15/2021 16:46:49,kj7kef9e4hrac8ckj7kef9eaj46s2lbt
TRUE,FALSE,,,,Um app que proporciona excelentes descontos! Muito bom!,10/15/2021 16:47:19,5bcyypmfi3y710pvwzna5bcyypml94v8
TRUE,FALSE,,,,eu gosto do fato de ter preço no app,10/15/2021 16:47:42,040sh1oq513pxhvr3p33040shk6p5zgq
TRUE,FALSE,,,,Gostei bastante da forma de selecionar os itens e das promoções,10/15/2021 16:48:05,kh8smpiv89dlt34a8elkh8sbhbhmbalz
TRUE,FALSE,,,,,10/15/2021 16:48:09,mtgc3oebjtyi829eykumtgc3orgckrgu
TRUE,FALSE,,,,Estou satisfeito,10/15/2021 16:48:18,ppbyhab7upuauj1qthppbyhaphpkecf0
TRUE,TRUE,"Promoção divulgada não funcionou, Não consegui ver o desconto do item no carrinho",FALSE,,"Gostaria que as promoções divulgadas nas mídias fossem as mesmas do app, as vezes é somente para lojas físicas.",10/15/2021 16:49:29,r7pxtaze0xr3hxaa0x3jh5r7pxtazezv
TRUE,FALSE,,,,,10/15/2021 16:48:06,ggyfbbvdpgffxpgzbgggyfbbvp2i92q3
TRUE,FALSE,,,,.,10/15/2021 16:48:14,k2z6nz3h3o004zbrck2zuitnh0ehodmj
TRUE,FALSE,,,,Não,10/15/2021 16:49:09,vxdv2kys55026r3fvxdv2kyi9ao3hz5o
TRUE,FALSE,,,,.,10/15/2021 16:48:41,utl0du8nsmwmnw24rutl0dua87dnp009
TRUE,TRUE,Não consegui navegar bem pelas categorias do aplicativo,TRUE,"Login ou cadastro, Carrinho",,10/15/2021 16:50:05,km74pw0j2mqb6l7fmxkm74pw0glz99jn
TRUE,FALSE,,,,Não estou satisfeita,10/15/2021 16:49:22,lpr3w3b5ffk0efdbgv1rlpr3wni9a5ai
TRUE,TRUE,Os preços que encontrei não foram atrativos,FALSE,,,10/15/2021 16:49:44,lt85i2svvbi4mziv0o10ckqlt85i2sv7
FALSE,FALSE,,,,TUDO OK,10/15/2021 16:49:23,retnp1bjp5qiihnhrvtfnretnp1bkoes
TRUE,FALSE,,,,,10/15/2021 16:49:15,vkpkxxxexui0yng8t7n4jdevkpk2ym50
TRUE,TRUE,Valor mínimo de compra é muito alto,FALSE,,valor da taxa de entrega muito alto,10/15/2021 16:51:07,gmizpm3hnhdv9dmfugmizpm3bn8kq61a
TRUE,FALSE,,,,,10/15/2021 16:50:59,ui1xzd2hgq9voyf65jjui1xnakr6vdsf
TRUE,TRUE,Na primeira compra a mesma não foi entregue.,FALSE,,Péssimo serviço de entrega. E serviço de atendimento muito falho.,10/15/2021 16:53:13,d3ekf8qhvb2cbd3ek3fjjvn6ipgi7jhs
FALSE,FALSE,,,,Difícil localizar os produtos no APP,10/15/2021 16:51:43,wxy5rct7hh4rdzb60a9qwxy5r9bfo7gm
TRUE,TRUE,Efetuei a compra no Big mas pelo app ifood. Havia cupom de desconto disponível nessa modalidade de compra.,FALSE,,,10/15/2021 16:52:56,7bxtgqlz8d8yox9bz7bxtryohbi4pj6v
TRUE,FALSE,,,,Tanto nas compras online como na presencial só tenho a elogiar pois preços e atedimentos são execentes.,10/15/2021 16:52:44,7vgpvktodnsozdvk987vgpz9t3osn18f
TRUE,TRUE,"O aplicativo não possui o método de pagamento que eu gostaria, Não consegui ver o desconto do item no carrinho, Promoção divulgada não funcionou",FALSE,,1)Substituição e/ou cancelamento de itens mal informado ou não informado. 2)Demora de devolução de valores em caso de cancelamento,10/15/2021 16:54:58,315knk9acpzzdsv315kngglzqt1k05ny
TRUE,FALSE,,,,Quando o produto estiver em falta apresentar ao cliente uma mercadoria que substitua ou avisa-lo da sua falta.,10/15/2021 16:52:46,6s8v52u12mw4ew97f6s8vmy9c1851uuk
TRUE,TRUE,Não consegui ver o desconto do item no carrinho,FALSE,,,10/15/2021 16:53:22,5oh2rafgmp4rv15efp3nd5oh2904ne16
FALSE,FALSE,,,,,10/15/2021 16:52:43,2tnhhogdpv96a579k2tnhephj2lqwmvy
TRUE,TRUE,Promoção divulgada não funcionou,FALSE,,"Ganhei um desconto ANIVERSARIOBIG70 e fiz o pedido e paguei, porém só deram o desconto de R$56,00..",10/15/2021 16:54:41,pd7haadz7xjeiusbpd7ha2v652mglz4j
FALSE,FALSE,,,,Não,10/15/2021 16:52:50,3pjvrc3pw0zfl8c3gpbazbhsflv7w02g
TRUE,TRUE,"Não consegui ver o desconto do item no carrinho, Promoção divulgada não funcionou",FALSE,,,10/15/2021 16:53:02,wgm51v73yjdvygjznwgm51y5djpl2k97
TRUE,TRUE,"Não consegui ver o desconto do item no carrinho, Valor mínimo de compra é muito alto, Promoção divulgada não funcionou, O aplicativo não disponibiliza parcelamento das compras",FALSE,,,10/15/2021 16:54:34,esvmswxk4acamxesv0vdbx193cy9a0vd
FALSE,FALSE,,,,,10/15/2021 16:53:05,wpw014ag7zl6vzrwpw01avy157nredmo
FALSE,TRUE,Encontrei o que eu queria em um supermercado localizado próximo à minha residencia.,FALSE,,"Ao alterar a quantidade de algum produto já adicionado ao carrinho(ex. 01 un para 02 un), o aplicativo demora para atualizar o preço e quantidade. Podiam melhorar isso.",10/15/2021 16:57:31,ig10o3xmkrveny71wig10o3xmgb98zn4
TRUE,TRUE,Não encontrei exatamente o produto que procurava,FALSE,,,10/15/2021 16:53:21,r90wf7i1mv0svcgi15b969r90w6xauzx
TRUE,TRUE,"O aplicativo não disponibiliza parcelamento das compras, Promoção divulgada não funcionou, Não encontrei exatamente o produto que procurava, O aplicativo não possui o método de pagamento que eu gostaria, Os preços que encontrei não foram atrativos, Valor mínimo de compra é muito alto, Prazo de entrega muito demorado",TRUE,Tela de pagamento,"Acho que ampliar os horários para entrega e retirada das compras seria muito bom pois a população trabalha e incluir finais de semana para poder comprar e receber em casa seria muito útil e atrairia mais clientes, eu mesmo estava doente e não poderia ir mas queria fazer compras e receber em casa mas não foi possível por ser final de semana, sem falar que renderia muito pois final de semana é curto e corrido e o povo iria comprar mais nos finais de semana, imagina receber sua compra em vasa final de semana sem ter que ir no mercado lotado e enfrentar filas enormes!",10/15/2021 16:58:52,9f9uesjucbgc2uejr59f9uesbaol8afh
FALSE,FALSE,,,,Ainda não fiz compras online pelo Big,10/15/2021 16:53:55,1cvftce0ueopbqsi1cvotbq6rta65cg9
TRUE,FALSE,,,,"Nao tive interesse em usar o aplicativo com base no site. O site deixa a desejar, daí a experiência negativa: preços  não são atrativos; não há variedade produtos no site; campo de busca, muitas vezes, não encontra o produto desejado (não entende palavras básicas muitas vezes, talvez por que não tenha o produto).",10/15/2021 17:01:16,4zduds9dzm83i999dd4x7y104zduds9e
TRUE,TRUE,"Prazo de entrega muito demorado, Não encontrei exatamente o produto que procurava",FALSE,,"Eu gosto do aplicativo, acho super fácil de mexer, porém faltam alguns produtos",10/15/2021 16:54:50,npxc4zvyin4kqv0gwbzl0npxc4zvoe8c
FALSE,TRUE,"Promoção divulgada não funcionou, Etapa de pagamento complicada ou longa",FALSE,,"As observaçoes no aplicatico em que ser mais clara, se é promoção da Loja ou do Aplicativo.",10/15/2021 16:55:56,noxne9xu4qbhbaphqc69ngnoxne9xluj
TRUE,TRUE,Valor mínimo de compra é muito alto,FALSE,,Excelente atendimento,10/15/2021 16:54:54,633pwx06cd5g0qz7glpd633pwxcarn69
TRUE,TRUE,O aplicativo é muito lento,TRUE,"Página inicial, Login ou cadastro",,10/15/2021 16:55:13,2nny0ce9qiubemyi7x2nny0ce2ummkdy
TRUE,FALSE,,,,Muito prático n precisar sair de casa,10/15/2021 16:55:10,i4f2kv650gtvph8oi4f2e9c8jspjd5k7
TRUE,TRUE,"O aplicativo não possui o método de pagamento que eu gostaria, Não encontrei exatamente o produto que procurava, Valor mínimo de compra é muito alto",FALSE,,"Gostaria de poder ver a opçao de pagar na entrega com os VA e VR que nao possuem chip, logo nao podem ser usados online, apenas na maquininha pessoalmente. Obrigada!!!",10/15/2021 16:55:53,clary1l7b4i8clar6cdbyj7u59fzdw0n
TRUE,TRUE,"O aplicativo é muito lento, Não consegui navegar bem pelas categorias do aplicativo, Promoção divulgada não funcionou",TRUE,"Carrinho, Listagem de produtos",,10/15/2021 16:55:26,5wr786mp3yb73mk345wr786pgxfxbu7s
FALSE,FALSE,,,,Não. Acho que o Big e excelente para se fazer as compras do dia a dia.,10/15/2021 16:56:12,ftej48skckvbzzzudmftej48llkow8iw
TRUE,TRUE,"Não consegui navegar bem pelas categorias do aplicativo, Não encontrei exatamente o produto que procurava, Prazo de entrega muito demorado",FALSE,,"As vezes tenho dificuldade de achar produtos, por exemplo leite de coco, leite de castanha, já tentei por castanha e mesmo assim não aparece, bebida a base de vegetal. Às vezes funciona. Já desisti da compra pelo aplicativo BIG e comprei no BIG através do aplicativo IFOOD por fazerem a entrega no domingo. Outro problema é atualização do produto em oferta, coloco vários no carrinho mas no pagamento que aparece que não tem.",10/15/2021 17:01:36,y0de33atnf2ud2k6y0de3u6t2cgcek0x
TRUE,TRUE,Promoção divulgada não funcionou,FALSE,,,10/15/2021 16:57:10,1shektdj89k0ws1snw9ksesdus55iuw7
TRUE,TRUE,Promoção divulgada não funcionou,FALSE,,"A compra on-line que teve ocorreu a cobrança indevida  e levaram 3 meses para reconhecer isso sem pedir desculpas, uma vergonha e desacreditado qualquer outra compra no site de vocês.",10/15/2021 17:00:36,1m7kiidvjhbpv2anxu1m7kivvzvs7kge
TRUE,TRUE,"Valor mínimo de compra é muito alto, Os preços que encontrei não foram atrativos, O aplicativo não disponibiliza parcelamento das compras",FALSE,,,10/15/2021 16:57:56,4eb2itxeo6jpzuw64eb2i3gyfpn5k1pg
TRUE,TRUE,Não consegui ver o desconto do item no carrinho,FALSE,,"Já comprei por aplicativo, e veio faltando produtos, e não foi descontado o valor no meu cartão",10/15/2021 16:57:39,kklhdimmk0vhjjv4a47hkklhjywluae2
TRUE,TRUE,O aplicativo não possui o método de pagamento que eu gostaria,FALSE,,"Fiz a compra e como so tinha disponível retirar no localsolicitei o cancelamento mas ate hoje, mais de 30 dias ainda nao estornaram o valor pago, deveriam ter mais agilidade com isso!",10/15/2021 17:00:34,w0pdkrh3yw6xxwfw0pdx6h8uuld75tp9
TRUE,TRUE,"Não encontrei exatamente o produto que procurava, Os preços que encontrei não foram atrativos",FALSE,,,10/15/2021 16:58:20,wzb0312b7lhhh02xkkvm51mwzb0312j1
TRUE,TRUE,Não encontrei exatamente o produto que procurava,TRUE,"Página inicial, Listagem de produtos","Gostaria de poder selecionar o Big, de acordo com a cidade, e ter certeza que receberei todos produto selecionados.",10/15/2021 17:09:21,nka3c98ioilmgk9nka3d4arg5hmcqcz0
TRUE,FALSE,,,,Ok,10/15/2021 16:58:01,gcj447pc6s9pl6tingcj447p1dg0d708
TRUE,TRUE,Foi cobrado valor acima da minha compra.,FALSE,,"Muitos produtos aparecem como em estoque e no final, estão em falta",10/15/2021 17:01:40,w2jtkmtzjdcz5sdtkw2jtk7izuuf4t3q
FALSE,FALSE,,,,Não,10/15/2021 16:58:59,4co4co2p2y6en918fixst8k54co4co2g
TRUE,TRUE,Não encontrei exatamente o produto que procurava,FALSE,,,10/15/2021 16:59:39,se030q6dnlbb3m20swdr6se030wtwe6j
TRUE,TRUE,Os preços que encontrei não foram atrativos,TRUE,Listagem de produtos,"Botão de acionar desconto dos produtos, não funcionava.",10/15/2021 17:00:26,2gdhrkhbv3v3uv2ogk112gdhrkhaeleb
TRUE,FALSE,,,,"Promover os cupons de descontos semanal, estimulando assim as compras on line",10/15/2021 17:01:41,ausccuqu8euo6jkwdxmlausccusmrvyl
TRUE,TRUE,O aplicativo não possui o método de pagamento que eu gostaria,FALSE,,"Já fiz essa reclamação para a gerencia da loja Macaé. Quando a compra é feita no ticket alimentação, a sacola tem que ser pago em dinheiro, o que pode frustrar muitos consumidores que não estão preparados para isso.",10/15/2021 17:01:56,4vm88g7q87w3mlyd9l4vm88g0gu53g65
TRUE,TRUE,"Os preços que encontrei não foram atrativos, Promoção divulgada não funcionou",FALSE,,"Entrega dos produtos em embalagens fechadas quando se tratar de qtde fechada por embalagem, evita quebras e volume desnecessário, e quando tiver mais de uma entrega ao cliente no dia , roterizar apenas 1 entrega, evita custos",10/15/2021 17:02:28,sgcgoee1efya6045zsgcgo4aii43q5c4
TRUE,FALSE,,,,OS CUPONS NAO TEM MAIS,10/15/2021 17:00:46,y5qzjuqjpbna06cmvoy5qz0nq9ko6121
TRUE,TRUE,Não entendi o preço total da compra,TRUE,Tela de pagamento,"Gostei do app só fiquei com dúvida com o cupom de desconto que coloquei e não tive o desconto  prometido, e foi o que fez desistir da compra .",10/15/2021 17:03:17,z60epqbpo2t510p2r9z60dofhzc4xak0
TRUE,FALSE,,,,CUPONS RALE,10/15/2021 17:01:22,xc9cyuu77e11xc9lbhnof52dfllbhlfs
TRUE,TRUE,Valor mínimo de compra é muito alto,TRUE,Login ou cadastro,,10/15/2021 17:01:44,obyqrfkka4z3deovkg1gibjobyqrfk6f
TRUE,FALSE,,,,Comprei vinho e eram de 5 a 6 anos de idade. Por isso parei de comprar.,10/15/2021 17:04:00,akjcy6t0qv429bebakjcy6kwyiq26asj
TRUE,TRUE,Os preços que encontrei não foram atrativos,TRUE,Página inicial,Promover e enviar para os clientes cadastrados cupons de desconto a exemplo dos concorrent6,10/15/2021 17:06:03,kdm8st0rriadh159pvecfkdm8svgp8pp
FALSE,TRUE,"Os preços que encontrei não foram atrativos, Não encontrei exatamente o produto que procurava",TRUE,Listagem de produtos,"Em relação a outros APP, que eu utilizo este do BIG não é muito didático.",10/15/2021 17:05:38,7h043lg8nofto9yamqb7h043lgs7408e
TRUE,TRUE,"Não encontrei exatamente o produto que procurava, Promoção divulgada não funcionou",FALSE,,A experiência está sendo boa,10/15/2021 17:04:41,fxise66me0gnkztcvi6z2fxise6ot9s7
FALSE,TRUE,"Não encontrei exatamente o produto que procurava, Valor mínimo de compra é muito alto",FALSE,,,10/15/2021 17:04:49,7as5fe6hhlo7bhicris7as5fi6srzgzg
TRUE,TRUE,"Promoção divulgada não funcionou, Não encontrei exatamente o produto que procurava, O aplicativo não possui o método de pagamento que eu gostaria",FALSE,,,10/15/2021 17:04:16,me9geq7bio14ca1a58hme9geqq2k688p
FALSE,FALSE,,,,,10/15/2021 17:03:44,cx8pgnra772rzazx3eecx8phd8ywyfg5
FALSE,FALSE,,,,Caixas muito fraco,10/15/2021 17:04:13,ceart9nqq4m734eztceaolul0g4bx4g3
FALSE,FALSE,,,,"Quando fiz o cadastro no Site, por exemplo a data de nascimento não pode ser inserida a correta. O sistema não permitia alterar os números.
Ficou com a data do cadastro.",10/15/2021 17:05:58,gsohrtj1414fw333pgdzogsohrd6b15y
FALSE,FALSE,,,,,10/15/2021 17:04:28,j5vyxyouxwnk20q5cj5vyxyoumzjmcg5
TRUE,TRUE,Promoção divulgada não funcionou,FALSE,,MAIS PROMOCAO,10/15/2021 17:05:28,0sfcs1oolx7xw30sfc4s4puknrp1l1gl
FALSE,FALSE,,,,Caixas muito fraco,10/15/2021 17:04:42,32xo40o6zfajlqhoop19mzt32xo40m3z
FALSE,FALSE,,,,"Nada a declarar.
Eu vou quase todos os dias no Big adoro 😁",10/15/2021 17:06:03,wqzsueyadcbzhqmwqzsu6yggga4piwio
TRUE,TRUE,"Prazo de entrega muito demorado, Valor mínimo de compra é muito alto",FALSE,,,10/15/2021 17:05:27,p4hxtuy7ohnpfe2pq0p4hxcxzvzjorzl
FALSE,FALSE,,,,Promoções mais atrativas,10/15/2021 17:06:24,ylvtemz0l1rcju2frylvt29au9s1b0px
FALSE,TRUE,Não entendi o preço total da compra,TRUE,Carrinho,Sim a falta de orientação prós colaboradores. As vezes vc vai passar no caixa e o colaborador não sabe das promoções aí tem que chamar fiscal pra da desconto acho muito desconfortável pra mim quanto pro cliente que está esperando na fila pra passar também.,10/15/2021 17:10:28,ofzt6x57y5ks1z3lzbofzt6x20i5p2fw
TRUE,FALSE,,,,"As compras vieram certas, se não tinha disponível algo que pedi entraram em contato. Gostei do atendimento.",10/15/2021 17:06:53,nntsmblcgn9qaaknntsmr16qg8cm2i9d
TRUE,TRUE,"Promoção divulgada não funcionou, Debitou do meu cartão de crédito em duplicidade e ninguém sabia me dizer o que houve com o dinheiro dessa compra.",FALSE,,"Sim, recebi um cupom de R$ 100,00 através do app, fiz uma compra com 84 itens através do app, o mesmo não aceitou o cupom. Entrei em contato através do chat do Big e a atendente solicitou que eu refizesse a compra no site uma vez que no app os descontos não estavam entrando (segundo ela, estavam com problemas no app). Então aí refiz a compra pelo site (R$ 430,00) e mesmo assim o pedido pelo site não aceitou o cupom. Entrei em contato com o SAC do Big através do chat no site e ficaram de verificar o meu caso. O pior de tudo foi terem descontado em duplicidade essa compra e ninguém no SAC sabia dizer o que havia ocorrido com o meu dinheiro, me deram mais de um prazo e todos venceram sem resposta. Isso fazem 2 meses.",10/15/2021 17:11:53,qeqbvaxexk51m6y7b5qeqbfwfcpbthjl
FALSE,FALSE,,,,Mais opções de parcelamento das compras no cartão hiper,10/15/2021 17:07:14,701ctgm56k9540tv701cilvbgaswav76
FALSE,TRUE,"Não consegui navegar bem pelas categorias do aplicativo, Valor mínimo de compra é muito alto",TRUE,"Listagem de produtos, Página inicial","O aplicativo é meio confuso, não tem um layout agradável. Preços dos itens diferentes da loja. e se tivesse a entrega grátis seria mais atrativo.",10/15/2021 17:14:28,36ks1pw1kyzjh5gd6136ks1imjmm1ojz
